4_14_2 - 5_14_3
Input-Output Pair 0: [Failure revealed! (not pass threshold), 18 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 2 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 11: [Failure revealed! (not pass threshold), 16 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not pass threshold), 3 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 12: [Failure revealed! (not pass threshold), 16 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not pass threshold), 3 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 13: [Failure revealed! (not pass threshold), 16 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not pass threshold), 3 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 14: [pass correct (not pass threshold), 18 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 2 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 15: [pass correct (not pass threshold), 19 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 1 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 16: [Failure revealed! (not pass threshold), 18 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 2 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 17: [Failure revealed! (not pass threshold), 18 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not verified) (not pass threshold), 2 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt']]
Input-Output Pair 18: [pass correct (not pass threshold), 20 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']]
Input-Output Pair 19: [pass correct (not pass threshold), 20 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']]
Input-Output Pair 20: [pass correct (not pass threshold), 20 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']]
Input-Output Pair 21: [Failure revealed! (not pass threshold), 17 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not pass threshold), 3 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt']]
Input-Output Pair 22: [Failure revealed! (not pass threshold), 17 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not pass threshold), 3 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt']]
Input-Output Pair 23: [Failure revealed! (not pass threshold), 17 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_8.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_9.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_10.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_2.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_3.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_4.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_5.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_6.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_7.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_9.txt']][false positive (not pass threshold), 3 - ['mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_4_14_2_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_1.txt', 'mutation/subjects/output/c1/ast/evo27/starchat/evo27_15_ast_5_14_3_8.txt']]
